AgroClimaticZone,District,Station,Item,Year,avg_temp,average_rain_fall_mm_per_year,avg_humidity_percent,wind_speed_m_s,solar_radiation_mj_m2,soil_moisture_percent,soil_ph,organic_carbon_percent,fertilizer_n_kg_per_ha,fertilizer_p_kg_per_ha,fertilizer_k_kg_per_ha,pesticides_tonnes,rainfall_variability,drought_flag,flood_flag,hg_ha_yield
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Pulses,2014,28.28,1381.8,70.8,1.55,18.58,35.14,6.21,0.519,100.9,75.7,60.1,0.944,16.9,0,0,576.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Pulses,2015,29.92,1895.4,84.8,2.12,13.23,45.0,6.01,0.847,49.4,64.3,69.0,0.819,14.48,0,1,356.8
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Pulses,2016,25.69,2075.6,87.0,2.66,21.21,32.04,6.23,0.469,135.7,82.5,58.9,0.632,8.13,0,1,469.5
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Pulses,2017,26.77,2243.0,96.0,1.79,14.74,36.86,6.38,0.958,76.2,69.2,38.1,0.378,18.76,0,1,403.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Pulses,2018,26.6,1904.5,92.4,2.85,20.84,39.47,6.49,0.687,105.5,51.1,35.5,0.748,31.44,0,1,501.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Pulses,2019,29.38,2064.2,85.3,2.5,20.01,35.49,7.03,0.67,124.7,23.4,70.6,0.94,19.79,0,1,323.9
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Pulses,2020,28.15,1681.6,84.8,2.91,15.31,28.72,6.1,0.877,123.1,57.4,49.2,0.805,24.18,0,1,434.8
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Pulses,2021,27.16,1970.0,86.3,2.55,16.41,38.96,6.09,0.476,95.7,62.3,56.3,0.904,7.25,0,1,498.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Pulses,2022,27.57,2042.5,90.2,1.84,16.59,41.92,6.76,0.451,87.8,53.3,64.9,1.207,20.22,0,1,438.3
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Pulses,2023,26.63,1803.9,82.9,3.81,14.84,35.63,6.87,0.451,94.8,14.7,42.6,0.999,30.27,0,1,452.5
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Pulses,2024,25.36,1726.2,76.9,2.52,22.21,32.62,6.12,0.674,150.3,45.1,53.4,0.653,17.37,0,1,488.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2000,27.18,1732.4,76.2,1.77,20.94,43.55,6.33,0.476,98.2,33.3,46.8,1.086,35.74,0,1,517.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2001,27.15,1552.4,82.7,3.3,23.36,32.21,6.98,0.588,145.0,37.3,41.4,0.61,25.34,0,1,542.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2002,27.81,1851.0,81.9,1.85,19.31,39.16,6.54,0.903,144.2,55.3,57.6,0.761,19.21,0,1,572.8
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2003,27.34,1696.1,86.2,3.74,15.5,42.75,7.19,0.631,79.8,84.1,41.3,0.386,22.36,0,1,506.9
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2004,27.25,2136.6,85.5,2.23,21.21,40.47,7.33,0.326,99.4,49.6,35.9,1.085,17.2,0,1,582.0
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2005,27.35,1921.9,92.8,1.78,19.24,26.47,6.14,0.749,175.2,62.1,38.9,0.572,13.65,0,1,574.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2006,27.3,1689.1,87.6,1.67,21.76,38.77,7.53,0.749,103.3,95.2,61.1,0.653,27.61,0,1,611.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2007,26.72,2046.9,87.4,2.79,23.05,36.98,6.7,0.443,99.8,73.4,30.4,0.743,10.96,0,1,514.8
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2008,27.53,1988.1,79.8,3.02,24.53,41.62,6.19,0.46,107.1,46.0,76.2,1.197,20.81,0,1,630.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2009,27.6,1417.2,80.7,1.97,21.04,32.01,6.29,0.207,45.6,68.3,30.1,1.093,15.91,0,1,458.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2010,28.11,1290.4,79.0,2.91,18.48,33.95,6.61,0.699,37.1,46.7,50.3,0.866,16.67,0,1,550.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2011,28.95,2049.9,80.2,3.38,18.1,34.06,6.22,0.634,124.8,29.2,55.4,1.174,10.43,0,1,588.5
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2012,27.71,2252.7,85.6,2.23,20.28,35.97,6.93,0.353,138.9,43.7,35.6,0.456,13.78,0,1,546.3
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2013,28.37,1742.5,82.5,3.05,18.64,32.55,5.99,0.174,146.1,56.4,47.6,0.614,20.23,0,1,502.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2014,28.36,1750.0,68.2,1.88,15.22,36.83,6.68,1.077,117.7,69.6,58.6,0.75,13.89,0,1,664.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2015,27.22,1899.8,76.2,1.69,13.02,39.28,6.37,0.802,92.7,55.8,33.4,0.696,4.37,0,1,573.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2016,28.84,1750.4,79.9,2.43,20.39,37.97,7.21,0.642,104.2,31.3,61.5,1.077,24.4,0,1,622.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2017,26.12,1753.5,80.6,2.29,16.15,39.31,7.19,0.394,105.8,73.2,30.8,0.618,26.61,0,1,501.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2018,26.92,1678.1,83.0,3.61,19.14,34.19,6.62,0.1,70.8,52.2,49.9,0.977,15.41,0,1,527.8
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2019,27.26,1809.4,76.7,2.8,15.53,45.0,7.37,0.664,58.2,46.7,28.4,1.689,22.95,0,1,670.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2020,26.78,1890.1,84.0,2.04,20.33,45.0,6.17,0.603,20.0,37.6,28.5,1.279,11.34,0,1,481.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2021,27.31,2363.7,89.0,1.71,19.94,44.24,6.28,0.396,94.3,30.5,27.8,0.772,16.03,0,1,526.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2022,28.2,1584.3,75.0,1.85,18.77,30.77,6.62,0.44,145.0,66.2,61.1,0.795,19.92,0,1,568.3
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2023,28.25,2181.9,81.8,2.63,15.09,33.44,6.88,0.546,88.0,62.1,38.0,0.801,21.53,0,1,560.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Millet,2024,28.82,1888.1,86.6,1.9,21.76,33.96,5.98,0.676,105.8,44.0,35.5,0.681,19.02,0,1,553.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2000,28.84,1555.2,87.6,2.45,15.98,32.96,6.33,0.496,73.2,54.8,17.0,1.276,14.9,0,0,2075.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2001,28.37,1872.6,69.5,2.55,19.41,40.71,5.99,0.863,140.2,81.2,76.2,0.732,19.8,0,0,2482.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2002,28.08,1996.8,77.0,2.18,16.77,38.86,5.54,0.331,158.1,35.4,46.0,0.321,14.89,0,0,1887.9
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2003,28.78,1545.0,76.8,2.63,19.9,32.65,5.45,0.754,140.2,42.2,42.4,1.417,24.75,0,0,2215.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2004,27.2,1573.0,88.6,2.91,20.11,37.57,6.04,0.649,166.7,90.0,64.7,1.285,18.31,0,0,2154.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2005,27.39,1719.7,79.4,2.33,12.51,39.22,5.9,0.389,81.6,59.5,53.1,0.619,12.56,0,0,2204.1
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2006,28.77,1905.5,93.1,2.95,11.95,36.61,6.77,0.658,111.4,65.2,44.0,0.722,12.91,0,0,2394.3
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2007,29.73,1354.0,77.5,0.94,16.37,25.3,6.8,0.554,92.1,37.2,56.7,1.071,7.15,0,0,1842.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2008,27.8,2041.2,79.9,1.94,22.82,29.93,6.07,0.748,62.0,41.8,54.1,1.102,17.58,0,0,1997.9
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2009,27.09,2124.9,97.0,2.43,17.82,33.95,6.33,0.876,154.5,69.2,15.2,0.917,25.27,0,0,1950.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2010,28.17,1961.9,73.9,3.68,15.14,36.48,6.48,0.442,143.4,48.5,48.6,0.408,23.37,0,0,2027.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2011,26.98,1450.6,84.9,2.82,18.74,34.43,6.36,0.613,93.8,57.9,75.5,1.268,23.69,0,0,2201.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2012,27.83,2080.9,85.1,2.98,15.4,37.06,6.38,0.531,180.0,57.7,23.1,1.153,27.43,0,0,2349.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2013,27.09,1936.9,76.6,2.27,18.94,36.91,6.05,0.685,170.0,95.0,47.5,0.751,20.96,0,0,2363.3
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2014,28.16,1800.2,77.5,2.77,17.41,35.65,6.5,0.736,129.9,62.3,47.3,1.096,20.39,0,0,2587.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2015,28.94,2104.3,86.2,2.66,17.57,41.78,6.4,0.684,94.9,28.5,61.3,1.08,16.42,0,0,2744.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2016,26.44,2350.4,94.6,2.58,21.57,45.0,6.16,0.439,29.2,45.2,47.8,0.779,20.47,0,0,1641.3
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2017,28.73,1869.4,84.1,1.41,10.98,37.21,6.01,0.954,125.6,59.8,53.6,1.245,22.65,0,0,2506.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2018,27.93,1858.1,89.6,3.79,15.4,42.31,6.96,0.62,107.5,40.0,43.8,0.497,7.05,0,0,2153.3
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2019,27.22,2380.6,86.5,1.9,14.28,45.0,6.67,0.671,120.5,53.0,51.2,0.698,31.99,0,0,1939.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2020,28.48,1539.3,73.7,2.7,22.56,30.1,5.89,0.576,101.7,51.3,53.4,0.78,26.24,0,0,2003.9
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2021,27.89,1912.3,86.7,2.75,14.59,45.0,6.56,0.736,144.5,37.4,69.8,0.766,22.88,0,0,2328.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2022,28.5,1765.5,85.2,2.38,19.07,36.58,6.72,0.711,147.9,54.3,51.6,0.741,23.16,0,0,2083.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2023,27.33,1697.5,83.0,2.21,15.37,38.03,7.49,0.644,114.2,36.5,35.0,0.528,18.58,0,0,1940.9
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Jute,2024,27.79,2008.9,81.9,3.84,13.56,42.19,6.21,0.845,102.6,102.8,37.1,0.679,19.7,0,0,2438.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2000,29.69,1895.9,86.9,3.69,16.71,42.03,6.06,0.767,108.6,41.8,32.1,0.981,27.85,0,1,1646.0
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2001,26.0,1728.4,80.3,2.1,20.5,36.82,6.52,0.525,125.1,68.9,44.6,1.092,26.15,0,1,5014.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2002,28.71,1851.6,77.7,2.92,14.09,44.55,6.97,0.813,109.8,39.2,40.8,1.634,19.68,0,1,3038.1
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2003,26.07,2002.8,91.6,2.3,18.86,33.37,7.02,0.903,92.9,54.5,50.0,1.056,24.14,0,1,4903.8
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2004,27.1,1881.3,92.8,2.3,14.97,37.22,6.57,0.555,75.8,64.3,45.9,0.873,17.4,0,1,3563.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2005,26.24,2080.5,94.2,2.23,22.12,42.39,6.78,0.494,149.4,41.5,73.8,1.432,20.9,0,1,5206.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2006,27.39,2069.6,89.0,1.83,16.97,45.0,7.6,0.796,114.4,42.1,64.1,0.746,31.25,0,1,3458.8
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2007,28.67,1962.9,84.0,2.58,17.97,43.93,5.79,0.544,109.7,52.9,45.8,1.201,23.38,0,1,2508.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2008,26.52,1833.0,81.9,2.31,16.33,32.69,6.27,0.664,123.7,86.0,20.3,0.842,21.52,0,1,3787.5
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2009,29.47,2089.7,87.4,1.35,13.87,42.2,5.16,0.897,140.8,46.7,53.5,1.201,24.29,0,1,2265.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2010,26.68,1943.4,78.4,3.56,10.88,38.5,6.03,0.817,61.5,52.5,51.3,0.621,18.06,0,1,4238.9
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2011,27.36,1226.1,68.0,1.93,24.64,31.38,6.06,0.692,70.9,37.0,48.1,1.081,16.05,0,1,3139.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2012,29.57,1979.4,77.1,2.17,21.61,30.21,6.76,0.954,103.8,45.5,51.9,1.175,19.16,0,1,2008.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2013,27.97,1752.2,72.4,2.36,15.53,39.51,6.6,0.597,112.6,38.0,50.1,1.536,22.42,0,1,3466.5
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2014,26.64,1789.6,82.1,2.62,18.9,38.41,5.61,0.621,140.5,41.8,57.7,0.764,18.04,0,1,4033.3
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2015,28.29,1846.6,77.9,1.45,22.2,36.25,5.78,0.298,157.9,71.1,52.4,0.775,18.64,0,1,2738.5
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2016,26.38,2169.6,97.0,4.02,10.14,41.4,7.25,0.491,138.8,75.8,32.5,0.735,24.54,0,1,4416.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2017,28.94,2076.6,93.9,3.23,18.94,36.74,6.51,0.682,90.4,74.7,59.5,0.407,13.07,0,1,2171.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2018,27.82,1704.9,81.8,2.59,16.53,35.11,6.44,0.929,91.0,45.1,49.4,0.765,25.78,0,1,2992.8
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2019,28.85,2003.8,83.1,3.06,14.6,36.95,6.71,0.622,92.8,67.6,38.4,1.402,9.14,0,1,2406.8
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2020,29.42,1668.1,81.9,1.75,12.49,37.36,6.45,0.904,170.9,37.2,53.9,1.0,21.59,0,1,2067.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2021,28.68,2019.9,86.8,3.15,19.14,45.0,6.22,0.736,131.4,34.6,42.8,1.054,22.65,0,1,2776.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2022,28.37,2158.0,92.8,3.36,18.64,37.21,6.53,0.733,121.6,35.8,49.0,1.122,18.89,0,1,2819.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2023,27.61,1975.9,82.9,2.81,13.25,42.08,6.72,0.264,109.4,61.4,48.5,0.659,19.26,0,1,3419.9
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Potato,2024,28.33,1866.5,74.4,3.31,17.83,35.88,6.25,0.71,131.9,83.3,15.3,0.871,23.11,0,1,2778.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2000,29.98,1848.5,82.3,4.05,10.84,38.74,6.41,0.838,104.7,46.9,50.6,0.891,15.08,0,0,72543.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2001,28.33,1715.2,62.0,2.95,18.41,42.86,6.85,0.575,90.6,46.1,53.2,0.884,27.28,0,0,70034.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2002,27.26,1597.1,80.4,3.45,18.19,40.39,6.18,0.457,94.5,43.2,40.5,0.571,20.31,0,0,66439.0
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2003,27.35,2003.0,72.7,2.73,20.09,36.03,6.31,0.82,56.9,98.0,31.0,1.227,7.36,0,0,70218.1
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2004,27.88,1565.9,85.1,3.19,21.18,25.37,6.1,0.511,163.6,47.8,62.0,0.671,13.89,0,0,56016.9
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2005,26.29,1877.0,83.0,2.59,15.81,43.22,5.26,0.602,45.7,54.4,53.0,0.958,22.41,0,0,62505.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2006,30.94,2024.1,83.8,3.17,20.95,39.53,6.58,0.785,97.2,10.0,30.5,1.11,12.73,0,0,57624.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2007,29.54,2060.1,91.5,2.61,20.85,37.97,6.16,0.806,172.8,41.8,14.9,1.233,20.04,0,0,65819.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2008,28.59,2051.7,80.9,1.79,18.25,32.24,6.45,0.56,120.8,80.3,61.4,0.066,19.78,0,0,61759.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2009,28.4,2086.1,85.1,2.85,21.74,43.37,6.84,0.446,62.9,74.7,38.3,0.932,26.05,0,0,61982.8
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2010,29.78,1930.3,92.0,2.53,17.94,33.5,6.8,0.466,119.3,64.9,58.7,0.845,32.92,0,0,60742.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2011,27.45,1872.8,82.2,3.01,17.48,45.0,6.88,0.513,90.0,51.6,55.8,1.393,9.34,0,0,75012.9
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2012,27.53,1973.2,80.5,2.42,18.32,39.14,6.84,0.54,74.4,78.7,64.7,0.926,23.44,0,0,65905.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2013,29.03,1963.2,97.0,1.67,19.78,35.54,6.17,0.31,139.2,59.1,35.5,0.435,23.75,0,0,59580.0
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2014,28.25,1892.9,77.4,2.83,18.52,38.96,5.99,0.402,82.6,35.4,21.6,0.864,16.34,0,0,56622.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2015,27.0,1915.5,82.3,1.82,14.3,45.0,6.47,0.367,54.2,54.1,64.0,0.633,34.97,0,0,64250.0
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2016,25.89,1548.8,81.7,1.24,18.54,32.59,6.54,0.497,97.0,45.4,54.3,0.611,13.62,0,0,62587.9
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2017,29.11,1663.0,73.1,2.4,15.99,34.46,6.29,0.592,73.6,46.0,28.6,1.119,17.4,0,0,68766.3
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2018,28.6,1626.9,79.2,1.17,17.53,33.78,6.43,0.811,104.5,45.7,39.3,1.161,21.73,0,0,73947.1
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2019,27.58,1625.6,75.7,3.22,20.87,31.86,5.84,0.609,66.9,41.7,39.1,1.207,17.17,0,0,66619.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2020,27.43,1476.9,70.7,2.53,11.48,38.03,7.1,0.441,117.8,46.2,37.5,1.502,14.75,0,0,74071.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2021,27.66,1825.1,80.2,2.73,16.49,40.61,6.44,0.817,198.3,79.9,45.0,1.403,19.99,0,0,83859.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2022,28.69,1592.1,78.9,3.29,21.6,33.34,6.18,0.639,148.6,37.0,18.5,0.917,23.62,0,0,63884.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2023,26.68,1816.1,75.9,3.01,26.0,45.0,6.0,0.717,114.1,82.1,67.3,0.879,22.16,0,0,64062.5
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Sugarcane,2024,29.46,1806.2,75.0,3.36,14.83,34.42,6.27,0.778,90.1,61.1,39.1,0.495,14.36,0,0,68203.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2000,26.97,2042.6,89.6,2.69,17.74,42.42,6.62,0.415,150.4,79.7,33.3,0.639,24.76,0,1,361.9
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2001,25.99,1984.6,82.4,3.33,19.36,45.0,7.21,0.577,47.0,72.3,24.9,0.855,19.94,0,1,401.0
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2002,25.87,1429.0,68.1,2.48,18.5,29.86,6.09,0.864,121.5,47.8,49.7,1.084,14.0,0,1,483.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2003,27.52,1693.4,76.8,1.2,20.72,31.69,5.72,0.946,127.5,65.4,16.5,0.49,11.94,0,1,301.0
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2004,27.54,1841.8,87.8,2.56,21.98,37.45,6.96,0.572,73.9,74.3,53.2,0.602,19.41,0,1,293.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2005,28.17,1965.9,89.8,2.57,19.32,38.51,5.81,0.377,114.7,79.6,46.7,0.839,11.88,0,1,292.9
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2006,27.91,2009.0,87.9,2.53,15.44,38.57,6.09,0.318,67.9,32.4,79.7,1.138,24.61,0,1,341.2
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2007,27.41,1704.3,69.4,2.51,18.99,39.39,6.12,0.843,112.3,80.6,47.9,0.835,13.99,0,1,387.5
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2008,26.83,1116.3,58.5,2.49,19.14,23.96,6.54,0.891,131.5,47.6,54.3,0.928,21.54,0,1,380.3
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2009,28.96,2033.8,86.8,2.79,16.88,40.78,6.58,0.92,114.3,54.9,30.9,0.829,11.19,0,1,262.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2010,28.19,1723.3,83.4,3.72,23.31,33.58,7.05,0.539,103.0,44.5,52.2,0.547,17.56,0,1,261.1
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2011,28.77,1864.3,95.9,3.24,18.85,34.46,6.15,0.885,175.1,47.4,61.3,1.26,18.9,0,1,273.8
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2012,27.58,1706.6,85.9,2.71,20.9,33.14,6.28,0.943,134.7,57.2,53.3,0.825,13.13,0,1,341.7
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2013,29.6,1553.6,71.4,0.76,19.23,33.55,7.15,0.904,134.5,40.9,31.2,1.097,31.85,0,1,215.1
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2014,26.58,2164.2,96.3,2.92,19.27,45.0,6.84,0.486,129.4,48.5,75.5,0.38,25.93,0,1,397.0
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2015,28.53,1884.8,86.5,2.41,18.21,40.75,6.45,0.675,65.2,70.0,47.7,0.724,14.48,0,1,244.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2016,26.4,2114.9,93.0,2.51,22.3,32.24,6.74,0.854,144.3,69.7,58.2,0.726,26.8,0,1,419.1
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2017,28.81,1675.8,76.9,2.72,17.21,36.4,6.15,0.493,115.7,92.1,67.9,0.789,16.74,0,1,251.3
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2018,27.53,1760.1,87.2,1.59,20.39,37.03,5.64,0.525,136.5,87.2,63.2,1.201,22.68,0,1,352.6
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2019,28.26,1778.3,67.4,2.06,20.69,31.72,7.31,0.612,75.6,66.4,53.8,0.344,18.77,0,1,229.0
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2020,26.8,1905.0,83.0,3.22,14.59,40.42,6.92,0.753,118.3,64.8,49.6,0.704,13.38,0,1,377.8
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2021,26.6,1916.8,83.8,1.84,18.13,37.61,6.85,0.689,133.4,37.6,28.1,1.105,12.42,0,1,406.5
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2022,26.82,1458.0,71.9,2.01,16.52,33.19,5.3,0.795,162.8,51.6,49.2,0.99,17.42,0,1,359.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2023,29.11,1793.7,72.7,2.22,13.08,37.1,6.57,0.486,101.6,60.9,68.1,0.957,18.48,0,1,257.3
Coastal Saline Zone,North 24 Parganas,North 24 Parganas North,Mustard,2024,28.54,2099.9,80.5,2.83,17.63,42.42,6.03,0.806,109.2,61.1,68.9,0.692,27.37,0,1,278.1
Coastal Saline Zone,North 24 Parganas,North 24 Parganas South,Rice,2000,26.46,1782.2,79.6,3.19,14.56,35.37,5.73,0.789,90.9,90.6,45.8,0.854,28.6,0,0,4060.0
Coastal Saline Zone,North 24 Parganas,North 24 Parganas South,Rice,2001,27.77,1685.4,73.4,3.23,18.96,36.13,5.55,1.059,129.1,71.6,38.4,1.006,16.83,0,0,4469.4
Coastal Saline Zone,North 24 Parganas,North 24 Parganas South,Rice,2002,25.12,2289.7,85.7,2.69,13.87,40.48,6.57,0.584,136.9,54.2,53.6,0.799,18.64,0,0,3167.6
